Numéro de boucle;Libellé;Jour;Total
947;Bd Malakoff vers Ouest;2022-04-30;296
988;Kennedy vers Est;2022-04-30;413
9673;;2022-04-30;469
881;Madeleine vers Sud;2022-04-30;1569
950;avenue de la Libération vers Nord;2022-04-30;339
979;3 Continents vers Sud;2022-04-30;457
987;Tremie vers Est;2022-04-30;117
989;Kennedy vers Ouest;2022-04-30;704
996;Van Iseghem vers Nord;2022-04-30;544
8673;;2022-04-30;299
680;Stalingrad vers ouest;2022-04-30;443
665;Bonduelle vers Nord;2022-04-30;521
676;Pont Willy Brandt vers Beaulieu;2022-04-30;324
944;Magellan vers Est;2022-04-30;186
948;Bd Malakoff vers Est;2022-04-30;256
949;avenue de la Libération vers Sud;2022-04-30;153
1057;;2022-04-30;0
890;Pont de Pirmil vers Sud;2022-04-30;1833
981;Pont Tabarly vers Nord;2022-04-30;118
995;Ceineray vers Ouest;2022-04-30;737
1054;;2022-04-30;0
679;Bd Malakoff vers Gare Sud;2022-04-30;51
667;Entrée pont Audibert vers Nord;2022-04-30;1818
670;Pont de Pirmil vers Sud;2022-04-30;314
672;Pont de Pornic vers Nord;2022-04-30;436
681;Stalingrad vers est;2022-04-30;417
746;Chemin de halage Tortière vers Sud;2022-04-30;0
785;50 Otages Vers Sud;2022-04-30;2160
943;Magellan vers Ouest;2022-04-30;142
959;Sorinières Vers Sud;2022-04-30;59
977;3 Continents vers Nord;2022-04-30;557
1056;;2022-04-30;0
666;Pont Audibert vers Sud;2022-04-30;146
664;Bonduelle vers sud;2022-04-30;566
668;De Gaulle vers sud;2022-04-30;448
683;pont Anne de Bretagne vers Nord;2022-04-30;510
742;Philippot vers Est;2022-04-30;947
788;50 Otages Vers Nord;2022-04-30;1524
945;Magellan vers Ouest;2022-04-30;380
960;Sorinières Vers Nord;2022-04-30;48
986;Tremie vers Ouest;2022-04-30;202
994;Ceineray vers Est;2022-04-30;534
1041;;2022-04-30;93
1042;;2022-04-30;103
9999;;2022-04-30;347
669;De Gaulle sortie Clémenceau vers Nord;2022-04-30;414
674;Pont Haudaudine vers Sud;2022-04-30;494
682;pont Anne de Bretagne vers Sud;2022-04-30;825
743;Philippot vers ouest;2022-04-30;909
744;Calvaire vers Est;2022-04-30;533
8672;;2022-04-30;396
9672;;2022-04-30;497
9998;;2022-04-30;524
677;Pont Willy Brandt vers Malakoff;2022-04-30;243
747;Chemin de halage Tortière vers Nord;2022-04-30;0
787;50 Otages Vers Sud;2022-04-30;1459
946;Magellan vers Est;2022-04-30;447
980;Pont Tabarly vers Sud;2022-04-30;31
997;Van Iseghem vers Sud;2022-04-30;508
1055;;2022-04-30;0
669;De Gaulle sortie Clémenceau vers Nord;2022-04-29;921
677;Pont Willy Brandt vers Malakoff;2022-04-29;593
744;Calvaire vers Est;2022-04-29;871
747;Chemin de halage Tortière vers Nord;2022-04-29;0
785;50 Otages Vers Sud;2022-04-29;3573
949;avenue de la Libération vers Sud;2022-04-29;247
980;Pont Tabarly vers Sud;2022-04-29;60
745;Calvaire vers Ouest;2022-04-29;154
788;50 Otages Vers Nord;2022-04-29;2317
981;Pont Tabarly vers Nord;2022-04-29;149
988;Kennedy vers Est;2022-04-29;903
9999;;2022-04-29;459
675;Pont Haudaudine vers Nord;2022-04-29;1055
676;Pont Willy Brandt vers Beaulieu;2022-04-29;716
682;pont Anne de Bretagne vers Sud;2022-04-29;1429
746;Chemin de halage Tortière vers Sud;2022-04-29;0
890;Pont de Pirmil vers Sud;2022-04-29;3152
947;Bd Malakoff vers Ouest;2022-04-29;452
960;Sorinières Vers Nord;2022-04-29;63
986;Tremie vers Ouest;2022-04-29;363
994;Ceineray vers Est;2022-04-29;830
9672;;2022-04-29;1072
959;Sorinières Vers Sud;2022-04-29;92
979;3 Continents vers Sud;2022-04-29;578
996;Van Iseghem vers Nord;2022-04-29;725
1055;;2022-04-29;0
1057;;2022-04-29;0
8672;;2022-04-29;809
8673;;2022-04-29;558
666;Pont Audibert vers Sud;2022-04-29;251
674;Pont Haudaudine vers Sud;2022-04-29;851
680;Stalingrad vers ouest;2022-04-29;705
683;pont Anne de Bretagne vers Nord;2022-04-29;852
727;Pont Tabarly vers Nord;2022-04-29;537
742;Philippot vers Est;2022-04-29;1705
743;Philippot vers ouest;2022-04-29;1456
786;50 Otages Vers Nord;2022-04-29;3451
847;Entrée pont Audibert vers Sud;2022-04-29;2893
880;Madeleine vers Nord;2022-04-29;1219
943;Magellan vers Ouest;2022-04-29;264
948;Bd Malakoff vers Est;2022-04-29;487
997;Van Iseghem vers Sud;2022-04-29;709
9998;;2022-04-29;806
667;Entrée pont Audibert vers Nord;2022-04-29;3170
681;Stalingrad vers est;2022-04-29;676
787;50 Otages Vers Sud;2022-04-29;2305
944;Magellan vers Est;2022-04-29;346
945;Magellan vers Ouest;2022-04-29;854
950;avenue de la Libération vers Nord;2022-04-29;587
1056;;2022-04-29;0
670;Pont de Pirmil vers Sud;2022-04-29;420
679;Bd Malakoff vers Gare Sud;2022-04-29;97
881;Madeleine vers Sud;2022-04-29;1271
977;3 Continents vers Nord;2022-04-29;736
995;Ceineray vers Ouest;2022-04-29;1231
664;Bonduelle vers sud;2022-04-29;1222
668;De Gaulle vers sud;2022-04-29;945
672;Pont de Pornic vers Nord;2022-04-29;997
673;Pont de Pornic vers Sud;2022-04-29;845
725;Pont Tabarly vers Sud;2022-04-29;524
946;Magellan vers Est;2022-04-29;1007
987;Tremie vers Est;2022-04-29;233
989;Kennedy vers Ouest;2022-04-29;1268
1041;;2022-04-29;288
1042;;2022-04-29;290
1054;;2022-04-29;0
9673;;2022-04-29;960
665;Bonduelle vers Nord;2022-04-29;1079
670;Pont de Pirmil vers Sud;2022-04-28;476
677;Pont Willy Brandt vers Malakoff;2022-04-28;751
682;pont Anne de Bretagne vers Sud;2022-04-28;1590
744;Calvaire vers Est;2022-04-28;786
881;Madeleine vers Sud;2022-04-28;0
890;Pont de Pirmil vers Sud;2022-04-28;3369
945;Magellan vers Ouest;2022-04-28;997
994;Ceineray vers Est;2022-04-28;894
1042;;2022-04-28;337
1057;;2022-04-28;276
986;Tremie vers Ouest;2022-04-28;369
989;Kennedy vers Ouest;2022-04-28;1420
1041;;2022-04-28;334
1054;;2022-04-28;273
1055;;2022-04-28;274
668;De Gaulle vers sud;2022-04-28;1002
727;Pont Tabarly vers Nord;2022-04-28;607
672;Pont de Pornic vers Nord;2022-04-28;1125
673;Pont de Pornic vers Sud;2022-04-28;950
675;Pont Haudaudine vers Nord;2022-04-28;1075
679;Bd Malakoff vers Gare Sud;2022-04-28;101
745;Calvaire vers Ouest;2022-04-28;161
747;Chemin de halage Tortière vers Nord;2022-04-28;0
880;Madeleine vers Nord;2022-04-28;0
948;Bd Malakoff vers Est;2022-04-28;495
960;Sorinières Vers Nord;2022-04-28;70
979;3 Continents vers Sud;2022-04-28;593
788;50 Otages Vers Nord;2022-04-28;2407
946;Magellan vers Est;2022-04-28;1095
959;Sorinières Vers Sud;2022-04-28;104
997;Van Iseghem vers Sud;2022-04-28;0
8672;;2022-04-28;838
9672;;2022-04-28;1211
9673;;2022-04-28;1038
666;Pont Audibert vers Sud;2022-04-28;266
674;Pont Haudaudine vers Sud;2022-04-28;968
667;Entrée pont Audibert vers Nord;2022-04-28;3379
680;Stalingrad vers ouest;2022-04-28;723
683;pont Anne de Bretagne vers Nord;2022-04-28;924
743;Philippot vers ouest;2022-04-28;1652
785;50 Otages Vers Sud;2022-04-28;3766
947;Bd Malakoff vers Ouest;2022-04-28;513
980;Pont Tabarly vers Sud;2022-04-28;61
995;Ceineray vers Ouest;2022-04-28;1292
8673;;2022-04-28;603
664;Bonduelle vers sud;2022-04-28;1337
676;Pont Willy Brandt vers Beaulieu;2022-04-28;873
681;Stalingrad vers est;2022-04-28;692
746;Chemin de halage Tortière vers Sud;2022-04-28;0
847;Entrée pont Audibert vers Sud;2022-04-28;3106
944;Magellan vers Est;2022-04-28;350
950;avenue de la Libération vers Nord;2022-04-28;661
988;Kennedy vers Est;2022-04-28;1047
977;3 Continents vers Nord;2022-04-28;698
981;Pont Tabarly vers Nord;2022-04-28;150
1056;;2022-04-28;275
669;De Gaulle sortie Clémenceau vers Nord;2022-04-28;995
725;Pont Tabarly vers Sud;2022-04-28;667
742;Philippot vers Est;2022-04-28;1842
786;50 Otages Vers Nord;2022-04-28;3755
787;50 Otages Vers Sud;2022-04-28;2366
943;Magellan vers Ouest;2022-04-28;274
949;avenue de la Libération vers Sud;2022-04-28;245
987;Tremie vers Est;2022-04-28;202
996;Van Iseghem vers Nord;2022-04-28;0
9998;;2022-04-28;824
9999;;2022-04-28;471
665;Bonduelle vers Nord;2022-04-28;1155
667;Entrée pont Audibert vers Nord;2022-04-27;3195
673;Pont de Pornic vers Sud;2022-04-27;667
683;pont Anne de Bretagne vers Nord;2022-04-27;806
747;Chemin de halage Tortière vers Nord;2022-04-27;0
943;Magellan vers Ouest;2022-04-27;277
996;Van Iseghem vers Nord;2022-04-27;0
1041;;2022-04-27;252
1042;;2022-04-27;279
8672;;2022-04-27;610
746;Chemin de halage Tortière vers Sud;2022-04-27;0
788;50 Otages Vers Nord;2022-04-27;2238
960;Sorinières Vers Nord;2022-04-27;88
988;Kennedy vers Est;2022-04-27;944
989;Kennedy vers Ouest;2022-04-27;1372
994;Ceineray vers Est;2022-04-27;826
681;Stalingrad vers est;2022-04-27;662
679;Bd Malakoff vers Gare Sud;2022-04-27;84
880;Madeleine vers Nord;2022-04-27;0
890;Pont de Pirmil vers Sud;2022-04-27;3141
1057;;2022-04-27;0
847;Entrée pont Audibert vers Sud;2022-04-27;2921
979;3 Continents vers Sud;2022-04-27;364
8673;;2022-04-27;445
9673;;2022-04-27;750
9998;;2022-04-27;728
666;Pont Audibert vers Sud;2022-04-27;244
675;Pont Haudaudine vers Nord;2022-04-27;965
668;De Gaulle vers sud;2022-04-27;983
669;De Gaulle sortie Clémenceau vers Nord;2022-04-27;963
672;Pont de Pornic vers Nord;2022-04-27;511
674;Pont Haudaudine vers Sud;2022-04-27;886
677;Pont Willy Brandt vers Malakoff;2022-04-27;645
727;Pont Tabarly vers Nord;2022-04-27;558
947;Bd Malakoff vers Ouest;2022-04-27;415
949;avenue de la Libération vers Sud;2022-04-27;232
981;Pont Tabarly vers Nord;2022-04-27;136
987;Tremie vers Est;2022-04-27;217
665;Bonduelle vers Nord;2022-04-27;606
743;Philippot vers ouest;2022-04-27;1549
948;Bd Malakoff vers Est;2022-04-27;455
977;3 Continents vers Nord;2022-04-27;533
986;Tremie vers Ouest;2022-04-27;343
1054;;2022-04-27;0
1056;;2022-04-27;0
9672;;2022-04-27;605
670;Pont de Pirmil vers Sud;2022-04-27;416
682;pont Anne de Bretagne vers Sud;2022-04-27;1389
744;Calvaire vers Est;2022-04-27;801
785;50 Otages Vers Sud;2022-04-27;3485
786;50 Otages Vers Nord;2022-04-27;3383
881;Madeleine vers Sud;2022-04-27;0
944;Magellan vers Est;2022-04-27;367
945;Magellan vers Ouest;2022-04-27;956
946;Magellan vers Est;2022-04-27;1043
950;avenue de la Libération vers Nord;2022-04-27;609
980;Pont Tabarly vers Sud;2022-04-27;64
1055;;2022-04-27;0
664;Bonduelle vers sud;2022-04-27;1140
676;Pont Willy Brandt vers Beaulieu;2022-04-27;797
680;Stalingrad vers ouest;2022-04-27;702
725;Pont Tabarly vers Sud;2022-04-27;540
742;Philippot vers Est;2022-04-27;1689
745;Calvaire vers Ouest;2022-04-27;193
787;50 Otages Vers Sud;2022-04-27;2274
959;Sorinières Vers Sud;2022-04-27;101
995;Ceineray vers Ouest;2022-04-27;1245
997;Van Iseghem vers Sud;2022-04-27;0
9999;;2022-04-27;472
667;Entrée pont Audibert vers Nord;2022-04-26;3387
725;Pont Tabarly vers Sud;2022-04-26;633
745;Calvaire vers Ouest;2022-04-26;184
786;50 Otages Vers Nord;2022-04-26;3625
785;50 Otages Vers Sud;2022-04-26;3790
788;50 Otages Vers Nord;2022-04-26;2326
890;Pont de Pirmil vers Sud;2022-04-26;3504
944;Magellan vers Est;2022-04-26;393
959;Sorinières Vers Sud;2022-04-26;118
977;3 Continents vers Nord;2022-04-26;0
980;Pont Tabarly vers Sud;2022-04-26;52
981;Pont Tabarly vers Nord;2022-04-26;144
997;Van Iseghem vers Sud;2022-04-26;0
1042;;2022-04-26;338
1056;;2022-04-26;0
668;De Gaulle vers sud;2022-04-26;1085
677;Pont Willy Brandt vers Malakoff;2022-04-26;776
682;pont Anne de Bretagne vers Sud;2022-04-26;1473
683;pont Anne de Bretagne vers Nord;2022-04-26;865
665;Bonduelle vers Nord;2022-04-26;709
674;Pont Haudaudine vers Sud;2022-04-26;903
676;Pont Willy Brandt vers Beaulieu;2022-04-26;945
743;Philippot vers ouest;2022-04-26;1514
744;Calvaire vers Est;2022-04-26;864
949;avenue de la Libération vers Sud;2022-04-26;256
960;Sorinières Vers Nord;2022-04-26;67
1055;;2022-04-26;0
1057;;2022-04-26;0
8673;;2022-04-26;0
664;Bonduelle vers sud;2022-04-26;1449
747;Chemin de halage Tortière vers Nord;2022-04-26;0
945;Magellan vers Ouest;2022-04-26;970
946;Magellan vers Est;2022-04-26;1181
947;Bd Malakoff vers Ouest;2022-04-26;481
948;Bd Malakoff vers Est;2022-04-26;524
995;Ceineray vers Ouest;2022-04-26;1369
9673;;2022-04-26;0
847;Entrée pont Audibert vers Sud;2022-04-26;3121
880;Madeleine vers Nord;2022-04-26;0
989;Kennedy vers Ouest;2022-04-26;1462
994;Ceineray vers Est;2022-04-26;860
8672;;2022-04-26;0
675;Pont Haudaudine vers Nord;2022-04-26;1054
680;Stalingrad vers ouest;2022-04-26;702
742;Philippot vers Est;2022-04-26;1892
787;50 Otages Vers Sud;2022-04-26;2389
881;Madeleine vers Sud;2022-04-26;0
988;Kennedy vers Est;2022-04-26;1070
996;Van Iseghem vers Nord;2022-04-26;0
679;Bd Malakoff vers Gare Sud;2022-04-26;97
979;3 Continents vers Sud;2022-04-26;0
986;Tremie vers Ouest;2022-04-26;350
1054;;2022-04-26;0
9672;;2022-04-26;0
9999;;2022-04-26;405
669;De Gaulle sortie Clémenceau vers Nord;2022-04-26;1061
670;Pont de Pirmil vers Sud;2022-04-26;432
672;Pont de Pornic vers Nord;2022-04-26;0
673;Pont de Pornic vers Sud;2022-04-26;0
681;Stalingrad vers est;2022-04-26;670
727;Pont Tabarly vers Nord;2022-04-26;568
746;Chemin de halage Tortière vers Sud;2022-04-26;0
943;Magellan vers Ouest;2022-04-26;283
950;avenue de la Libération vers Nord;2022-04-26;665
987;Tremie vers Est;2022-04-26;230
1041;;2022-04-26;344
9998;;2022-04-26;711
666;Pont Audibert vers Sud;2022-04-26;263
680;Stalingrad vers ouest;2022-04-25;572
681;Stalingrad vers est;2022-04-25;558
945;Magellan vers Ouest;2022-04-25;802
988;Kennedy vers Est;2022-04-25;827
1056;;2022-04-25;0
9672;;2022-04-25;0
9998;;2022-04-25;530
9999;;2022-04-25;335
788;50 Otages Vers Nord;2022-04-25;1717
946;Magellan vers Est;2022-04-25;962
959;Sorinières Vers Sud;2022-04-25;88
980;Pont Tabarly vers Sud;2022-04-25;46
986;Tremie vers Ouest;2022-04-25;269
1041;;2022-04-25;275
1042;;2022-04-25;289
1054;;2022-04-25;0
9673;;2022-04-25;0
669;De Gaulle sortie Clémenceau vers Nord;2022-04-25;846
674;Pont Haudaudine vers Sud;2022-04-25;774
676;Pont Willy Brandt vers Beaulieu;2022-04-25;761
670;Pont de Pirmil vers Sud;2022-04-25;339
747;Chemin de halage Tortière vers Nord;2022-04-25;0
785;50 Otages Vers Sud;2022-04-25;2860
944;Magellan vers Est;2022-04-25;334
960;Sorinières Vers Nord;2022-04-25;61
996;Van Iseghem vers Nord;2022-04-25;0
997;Van Iseghem vers Sud;2022-04-25;0
664;Bonduelle vers sud;2022-04-25;1110
881;Madeleine vers Sud;2022-04-25;0
995;Ceineray vers Ouest;2022-04-25;978
1055;;2022-04-25;0
8673;;2022-04-25;0
668;De Gaulle vers sud;2022-04-25;908
743;Philippot vers ouest;2022-04-25;1292
8672;;2022-04-25;0
673;Pont de Pornic vers Sud;2022-04-25;0
675;Pont Haudaudine vers Nord;2022-04-25;830
682;pont Anne de Bretagne vers Sud;2022-04-25;1207
949;avenue de la Libération vers Sud;2022-04-25;206
977;3 Continents vers Nord;2022-04-25;0
667;Entrée pont Audibert vers Nord;2022-04-25;2760
677;Pont Willy Brandt vers Malakoff;2022-04-25;613
679;Bd Malakoff vers Gare Sud;2022-04-25;79
725;Pont Tabarly vers Sud;2022-04-25;537
742;Philippot vers Est;2022-04-25;1457
744;Calvaire vers Est;2022-04-25;658
745;Calvaire vers Ouest;2022-04-25;137
746;Chemin de halage Tortière vers Sud;2022-04-25;0
847;Entrée pont Audibert vers Sud;2022-04-25;2467
880;Madeleine vers Nord;2022-04-25;0
890;Pont de Pirmil vers Sud;2022-04-25;2998
943;Magellan vers Ouest;2022-04-25;219
948;Bd Malakoff vers Est;2022-04-25;407
665;Bonduelle vers Nord;2022-04-25;440
666;Pont Audibert vers Sud;2022-04-25;234
672;Pont de Pornic vers Nord;2022-04-25;0
683;pont Anne de Bretagne vers Nord;2022-04-25;756
727;Pont Tabarly vers Nord;2022-04-25;498
786;50 Otages Vers Nord;2022-04-25;2850
787;50 Otages Vers Sud;2022-04-25;1730
947;Bd Malakoff vers Ouest;2022-04-25;364
950;avenue de la Libération vers Nord;2022-04-25;546
979;3 Continents vers Sud;2022-04-25;0
981;Pont Tabarly vers Nord;2022-04-25;151
987;Tremie vers Est;2022-04-25;173
989;Kennedy vers Ouest;2022-04-25;1227
994;Ceineray vers Est;2022-04-25;704
1057;;2022-04-25;0
664;Bonduelle vers sud;2022-04-24;277
670;Pont de Pirmil vers Sud;2022-04-24;157
674;Pont Haudaudine vers Sud;2022-04-24;163
677;Pont Willy Brandt vers Malakoff;2022-04-24;66
680;Stalingrad vers ouest;2022-04-24;219
950;avenue de la Libération vers Nord;2022-04-24;116
980;Pont Tabarly vers Sud;2022-04-24;17
986;Tremie vers Ouest;2022-04-24;47
988;Kennedy vers Est;2022-04-24;156
943;Magellan vers Ouest;2022-04-24;78
977;3 Continents vers Nord;2022-04-24;131
981;Pont Tabarly vers Nord;2022-04-24;44
987;Tremie vers Est;2022-04-24;41
989;Kennedy vers Ouest;2022-04-24;295
1042;;2022-04-24;59
8672;;2022-04-24;147
9672;;2022-04-24;152
9999;;2022-04-24;183
669;De Gaulle sortie Clémenceau vers Nord;2022-04-24;169
673;Pont de Pornic vers Sud;2022-04-24;112
744;Calvaire vers Est;2022-04-24;234
665;Bonduelle vers Nord;2022-04-24;231
679;Bd Malakoff vers Gare Sud;2022-04-24;66
743;Philippot vers ouest;2022-04-24;393
747;Chemin de halage Tortière vers Nord;2022-04-24;137
788;50 Otages Vers Nord;2022-04-24;609
881;Madeleine vers Sud;2022-04-24;461
944;Magellan vers Est;2022-04-24;83
1054;;2022-04-24;0
890;Pont de Pirmil vers Sud;2022-04-24;632
959;Sorinières Vers Sud;2022-04-24;22
996;Van Iseghem vers Nord;2022-04-24;179
1057;;2022-04-24;0
683;pont Anne de Bretagne vers Nord;2022-04-24;274
667;Entrée pont Audibert vers Nord;2022-04-24;832
675;Pont Haudaudine vers Nord;2022-04-24;207
681;Stalingrad vers est;2022-04-24;215
682;pont Anne de Bretagne vers Sud;2022-04-24;374
727;Pont Tabarly vers Nord;2022-04-24;147
742;Philippot vers Est;2022-04-24;373
785;50 Otages Vers Sud;2022-04-24;634
847;Entrée pont Audibert vers Sud;2022-04-24;790
945;Magellan vers Ouest;2022-04-24;243
946;Magellan vers Est;2022-04-24;270
947;Bd Malakoff vers Ouest;2022-04-24;163
979;3 Continents vers Sud;2022-04-24;100
9673;;2022-04-24;153
668;De Gaulle vers sud;2022-04-24;188
786;50 Otages Vers Nord;2022-04-24;617
949;avenue de la Libération vers Sud;2022-04-24;50
995;Ceineray vers Ouest;2022-04-24;277
1056;;2022-04-24;0
9998;;2022-04-24;377
672;Pont de Pornic vers Nord;2022-04-24;137
725;Pont Tabarly vers Sud;2022-04-24;130
787;50 Otages Vers Sud;2022-04-24;586
960;Sorinières Vers Nord;2022-04-24;5
994;Ceineray vers Est;2022-04-24;201
997;Van Iseghem vers Sud;2022-04-24;138
676;Pont Willy Brandt vers Beaulieu;2022-04-24;141
745;Calvaire vers Ouest;2022-04-24;42
746;Chemin de halage Tortière vers Sud;2022-04-24;137
880;Madeleine vers Nord;2022-04-24;419
948;Bd Malakoff vers Est;2022-04-24;102
1041;;2022-04-24;60
1055;;2022-04-24;0
8673;;2022-04-24;67
666;Pont Audibert vers Sud;2022-04-24;77
670;Pont de Pirmil vers Sud;2022-04-23;185
672;Pont de Pornic vers Nord;2022-04-23;338
788;50 Otages Vers Nord;2022-04-23;1179
890;Pont de Pirmil vers Sud;2022-04-23;1179
948;Bd Malakoff vers Est;2022-04-23;163
960;Sorinières Vers Nord;2022-04-23;23
986;Tremie vers Ouest;2022-04-23;121
988;Kennedy vers Est;2022-04-23;337
1055;;2022-04-23;0
9673;;2022-04-23;372
746;Chemin de halage Tortière vers Sud;2022-04-23;281
881;Madeleine vers Sud;2022-04-23;1090
979;3 Continents vers Sud;2022-04-23;258
987;Tremie vers Est;2022-04-23;85
1041;;2022-04-23;58
1042;;2022-04-23;76
8672;;2022-04-23;341
8673;;2022-04-23;258
9672;;2022-04-23;400
9998;;2022-04-23;410
668;De Gaulle vers sud;2022-04-23;295
681;Stalingrad vers est;2022-04-23;322
787;50 Otages Vers Sud;2022-04-23;1082
880;Madeleine vers Nord;2022-04-23;975
950;avenue de la Libération vers Nord;2022-04-23;184
989;Kennedy vers Ouest;2022-04-23;531
9999;;2022-04-23;239
664;Bonduelle vers sud;2022-04-23;383
665;Bonduelle vers Nord;2022-04-23;306
666;Pont Audibert vers Sud;2022-04-23;105
747;Chemin de halage Tortière vers Nord;2022-04-23;258
944;Magellan vers Est;2022-04-23;148
981;Pont Tabarly vers Nord;2022-04-23;60
1056;;2022-04-23;0
667;Entrée pont Audibert vers Nord;2022-04-23;1361
673;Pont de Pornic vers Sud;2022-04-23;301
725;Pont Tabarly vers Sud;2022-04-23;151
669;De Gaulle sortie Clémenceau vers Nord;2022-04-23;259
727;Pont Tabarly vers Nord;2022-04-23;159
785;50 Otages Vers Sud;2022-04-23;1652
946;Magellan vers Est;2022-04-23;433
959;Sorinières Vers Sud;2022-04-23;40
674;Pont Haudaudine vers Sud;2022-04-23;425
676;Pont Willy Brandt vers Beaulieu;2022-04-23;190
679;Bd Malakoff vers Gare Sud;2022-04-23;31
743;Philippot vers ouest;2022-04-23;751
745;Calvaire vers Ouest;2022-04-23;95
847;Entrée pont Audibert vers Sud;2022-04-23;1345
943;Magellan vers Ouest;2022-04-23;112
945;Magellan vers Ouest;2022-04-23;356
977;3 Continents vers Nord;2022-04-23;370
980;Pont Tabarly vers Sud;2022-04-23;20
994;Ceineray vers Est;2022-04-23;407
675;Pont Haudaudine vers Nord;2022-04-23;463
680;Stalingrad vers ouest;2022-04-23;331
682;pont Anne de Bretagne vers Sud;2022-04-23;676
742;Philippot vers Est;2022-04-23;801
786;50 Otages Vers Nord;2022-04-23;1606
947;Bd Malakoff vers Ouest;2022-04-23;165
995;Ceineray vers Ouest;2022-04-23;486
996;Van Iseghem vers Nord;2022-04-23;361
1057;;2022-04-23;0
677;Pont Willy Brandt vers Malakoff;2022-04-23;164
683;pont Anne de Bretagne vers Nord;2022-04-23;463
744;Calvaire vers Est;2022-04-23;433
949;avenue de la Libération vers Sud;2022-04-23;113
997;Van Iseghem vers Sud;2022-04-23;281
1054;;2022-04-23;0
847;Entrée pont Audibert vers Sud;2022-04-22;2295
977;3 Continents vers Nord;2022-04-22;533
9998;;2022-04-22;812
745;Calvaire vers Ouest;2022-04-22;125
950;avenue de la Libération vers Nord;2022-04-22;428
986;Tremie vers Ouest;2022-04-22;231
987;Tremie vers Est;2022-04-22;171
995;Ceineray vers Ouest;2022-04-22;922
996;Van Iseghem vers Nord;2022-04-22;684
1056;;2022-04-22;0
669;De Gaulle sortie Clémenceau vers Nord;2022-04-22;577
